Rank,Word,Part of speech,Frequency,Dispersion
1686,being,Noun,21695,0.95
1687,last,Verb,21219,0.97
1688,ring,Noun,21873,0.94
1689,largely,Adverb,22097,0.93
1690,shift,Verb,21323,0.96
1691,revenue,Noun,22445,0.92
1692,mark,Verb,21236,0.97
1693,locate,Verb,21843,0.94
1694,county,Noun,22675,0.9
1695,appearance,Noun,21146,0.97
1696,package,Noun,21665,0.95
1697,difficulty,Noun,22288,0.92
1698,bridge,Noun,21497,0.95
1699,recommend,Verb,21707,0.94
1700,obvious,Adjective,21052,0.97
1701,train,Noun,21766,0.94
1702,basically,Adverb,23265,0.88
1703,e-mail,Noun,22467,0.91
1704,generate,Verb,22213,0.92
1705,anymore,Adverb,21771,0.94
1706,propose,Verb,21691,0.94
1707,thinking,Noun,21663,0.94
1708,possibly,Adverb,20953,0.97
1709,trend,Noun,21894,0.93
1710,visitor,Noun,21490,0.95
1711,loan,Noun,22324,0.91
1712,currently,Adverb,21636,0.94
1713,comfortable,Adjective,21101,0.96
1714,investor,Noun,22410,0.91
1715,but,Preposition,20961,0.97
1716,profit,Noun,21754,0.93
1717,angry,Adjective,21485,0.94
1718,crew,Noun,21238,0.95
1719,deep,Adverb,21413,0.95
1720,accident,Noun,20964,0.97
1721,male,Noun,22398,0.9
1722,meal,Noun,21556,0.94
1723,hearing,Noun,21560,0.94
1724,traffic,Noun,21296,0.95
1725,muscle,Noun,21931,0.92
1726,notion,Noun,21801,0.93
1727,capture,Verb,21018,0.96
1728,prefer,Verb,20946,0.96
1729,truly,Adverb,20576,0.98
1730,earth,Noun,21350,0.94
1731,Japanese,Adjective,21800,0.92
1732,chest,Noun,22508,0.89
1733,search,Verb,20943,0.96
1734,thick,Adjective,21932,0.92
1735,cash,Noun,21343,0.94
1736,museum,Noun,21715,0.93
1737,beauty,Noun,21060,0.95
1738,emergency,Noun,20796,0.96
1739,unique,Adjective,21436,0.93
1740,feature,Verb,21678,0.92
1741,internal,Adjective,22025,0.91
1742,ethnic,Adjective,22632,0.88
1743,link,Verb,21335,0.94
1744,stress,Noun,21813,0.92
1745,content,Noun,21821,0.91
1746,select,Verb,21617,0.92
1747,root,Noun,20774,0.96
1748,nose,Noun,21938,0.91
1749,declare,Verb,20550,0.97
1750,outside,Adverb,21556,0.92
1751,appreciate,Verb,20806,0.95
1752,actual,Adjective,21321,0.93
1753,bottle,Noun,21569,0.92
1754,hardly,Adverb,20757,0.95
1755,setting,Noun,22004,0.9
1756,launch,Verb,20767,0.95
1757,dress,Noun,21362,0.92
1758,file,Noun,20832,0.95
1759,sick,Adjective,20906,0.94
1760,outcome,Noun,22721,0.87
1761,ad,Noun,21064,0.93
1762,defend,Verb,20510,0.96
1763,matter,Verb,20534,0.96
1764,judge,Verb,20320,0.97
1765,duty,Noun,20204,0.97
1766,sheet,Noun,20787,0.94
1767,ought,Verb,21552,0.91
1768,ensure,Verb,21341,0.92
1769,Catholic,Adjective,20866,0.94
1770,extremely,Adverb,20310,0.96
1771,extent,Noun,21727,0.9
1772,component,Noun,22085,0.88
1773,mix,Verb,20642,0.95
1774,long-term,Adjective,20841,0.94
1775,slow,Adjective,20404,0.96
1776,contrast,Noun,21581,0.91
1777,zone,Noun,20472,0.95
1778,wake,Verb,21330,0.91
1779,challenge,Verb,20510,0.95
1780,airport,Noun,20897,0.93
1781,chief,Noun,20453,0.95
1782,brown,Adjective,21175,0.92
1783,standard,Adjective,20917,0.93
1784,shirt,Noun,21486,0.9
1785,pilot,Noun,20192,0.96
1786,warn,Verb,19996,0.97
1787,ultimately,Adverb,20387,0.95
1788,cat,Noun,21135,0.92
1789,contribution,Noun,20912,0.92
1790,capacity,Noun,21102,0.92
1791,ourselves,Pronoun,19926,0.97
1792,estate,Noun,20673,0.93
1793,guide,Noun,20646,0.93
1794,circumstance,Noun,20310,0.95
1795,snow,Noun,21011,0.92
1796,English,Adjective,20235,0.95
1797,politician,Noun,20360,0.95
1798,steal,Verb,20296,0.95
1799,pursue,Verb,20136,0.96
1800,slip,Verb,21233,0.91
1801,percentage,Noun,20774,0.92
1802,meat,Noun,20271,0.95
1803,funny,Adjective,20399,0.94
1804,neither,Adverb,20100,0.95
1805,soil,Noun,20916,0.91
1806,influence,Verb,21448,0.89
1807,surgery,Noun,20118,0.95
1808,correct,Adjective,20613,0.93
1809,Jewish,Adjective,20196,0.94
1810,blame,Verb,19798,0.96
1811,estimate,Verb,20474,0.93
1812,due,Preposition,21141,0.9
1813,basketball,Noun,20955,0.91
1814,late,Adverb,19727,0.96
1815,golf,Noun,20979,0.91
1816,investigate,Verb,20117,0.94
1817,crazy,Adjective,20345,0.93
1818,significantly,Adverb,22038,0.86
1819,chain,Noun,19688,0.96
1820,address,Noun,19564,0.97
1821,branch,Noun,19633,0.96
1822,combination,Noun,20026,0.94
1823,just,Adjective,20096,0.94
1824,frequently,Adverb,20508,0.92
1825,governor,Noun,20802,0.91
1826,relief,Noun,19493,0.97
1827,user,Noun,20681,0.91
1828,dad,Noun,20164,0.94
1829,kick,Verb,20092,0.94
1830,part,Adverb,19900,0.95
1831,manner,Noun,20012,0.94
1832,ancient,Adjective,19818,0.95
1833,silence,Noun,21169,0.89
1834,rating,Noun,20413,0.92
1835,golden,Adjective,19852,0.95
1836,motion,Noun,19649,0.95
1837,German,Adjective,20096,0.93
1838,gender,Noun,22190,0.85
1839,solve,Verb,19501,0.96
1840,fee,Noun,20263,0.93
1841,landscape,Noun,20171,0.93
1842,used,Adjective,19130,0.98
1843,bowl,Noun,20662,0.91
1844,equal,Adjective,19952,0.94
1845,long,Conjunction,19227,0.97
1846,official,Adjective,19628,0.95
1847,forth,Adverb,19531,0.96
1848,frame,Noun,20016,0.93
1849,typical,Adjective,19724,0.95
1850,except,Preposition,19594,0.95
1851,conservative,Adjective,19778,0.94
1852,eliminate,Verb,19773,0.94
1853,host,Noun,19389,0.96
1854,hall,Noun,20236,0.92
1855,trust,Verb,19482,0.95
1856,ocean,Noun,19421,0.96
1857,score,Verb,20391,0.91
1858,row,Noun,19519,0.95
1859,producer,Noun,19679,0.94
1860,afford,Verb,19035,0.97
1861,meanwhile,Adverb,19504,0.95
1862,regime,Noun,21101,0.88
1863,division,Noun,19772,0.94
1864,confirm,Verb,19327,0.96
1865,fix,Verb,19349,0.96
1866,appeal,Noun,19561,0.95
1867,mirror,Noun,20081,0.92
1868,tooth,Noun,20515,0.9
1869,smart,Adjective,19370,0.95
1870,length,Noun,19624,0.94
1871,entirely,Adverb,19075,0.97
1872,rely,Verb,19614,0.94
1873,topic,Noun,20640,0.89
1874,complain,Verb,19102,0.97
1875,issue,Verb,19300,0.95
1876,variable,Noun,22868,0.81
1877,back,Verb,19213,0.96
1878,range,Verb,20067,0.92
1879,telephone,Noun,19311,0.95
1880,perception,Noun,21086,0.87
1881,attract,Verb,19197,0.96
1882,confidence,Noun,18955,0.97
1883,bedroom,Noun,20387,0.9
1884,secret,Noun,19125,0.96
1885,debt,Noun,19506,0.94
1886,rare,Adjective,18978,0.97
1887,his,Pronoun,19663,0.93
1888,tank,Noun,19158,0.95
1889,nurse,Noun,19385,0.94
1890,coverage,Noun,19522,0.94
1891,opposition,Noun,19847,0.92
1892,aside,Adverb,19056,0.96
1893,anywhere,Adverb,18970,0.96
1894,bond,Noun,19856,0.92
1895,file,Verb,19416,0.94
1896,pleasure,Noun,19099,0.96
1897,master,Noun,18880,0.96
1898,era,Noun,19209,0.95
1899,requirement,Noun,20358,0.89
1900,check,Noun,18764,0.97
1901,stand,Noun,18910,0.96
1902,fun,Noun,18984,0.96
1903,expectation,Noun,19603,0.92
1904,wing,Noun,19028,0.95
1905,separate,Adjective,19064,0.95
1906,now,Conjunction,19126,0.95
1907,clear,Verb,19013,0.95
1908,struggle,Noun,19014,0.95
1909,mean,Adjective,19792,0.91
1910,somewhat,Adverb,18801,0.96
1911,pour,Verb,19300,0.93
1912,stir,Verb,20174,0.89
1913,judgment,Noun,19315,0.93
1914,clean,Verb,18766,0.96
1915,except,Conjunction,18857,0.95
1916,beer,Noun,19349,0.93
1917,English,Noun,18719,0.96
1918,reference,Noun,19559,0.92
1919,tear,Noun,19819,0.9
1920,doubt,Noun,18542,0.97
1921,grant,Verb,18598,0.96
1922,seriously,Adverb,18328,0.98
1923,account,Verb,19403,0.92
1924,minister,Noun,19154,0.93
1925,totally,Adverb,18720,0.95
1926,hero,Noun,18348,0.97
1927,industrial,Adjective,19413,0.92
1928,cloud,Noun,19214,0.92
1929,stretch,Verb,19014,0.93
1930,winner,Noun,19216,0.92
1931,volume,Noun,18989,0.93
1932,travel,Noun,18634,0.95
1933,seed,Noun,19079,0.93
1934,surprised,Adjective,18822,0.94
1935,rest,Verb,18915,0.94
1936,fashion,Noun,18483,0.96
1937,pepper,Noun,20220,0.87
1938,separate,Verb,18251,0.97
1939,busy,Adjective,18500,0.95
1940,intervention,Noun,21021,0.84
1941,copy,Noun,18244,0.97
1942,tip,Noun,18868,0.93
1943,below,Preposition,18353,0.96
1944,cheap,Adjective,18371,0.96
1945,aim,Verb,18194,0.97
1946,cite,Verb,19011,0.93
1947,welfare,Noun,19580,0.9
1948,vegetable,Noun,19363,0.91
1949,gray,Adjective,19408,0.9
1950,dish,Noun,18887,0.93
1951,beach,Noun,18451,0.95
1952,improvement,Noun,18977,0.92
1953,everywhere,Adverb,18126,0.96
1954,opening,Noun,18058,0.97
1955,overall,Adjective,19031,0.92
1956,divide,Verb,18337,0.95
1957,initial,Adjective,19019,0.92
1958,terrible,Adjective,18659,0.93
1959,oppose,Verb,18484,0.94
1960,contemporary,Adjective,19293,0.9
1961,route,Noun,18313,0.95
1962,multiple,Adjective,19512,0.89
1963,essential,Adjective,19030,0.91
1964,question,Verb,17924,0.97
1965,league,Noun,19766,0.88
1966,criminal,Adjective,18424,0.94
1967,careful,Adjective,17885,0.97
1968,core,Noun,18571,0.93
1969,upper,Adjective,18196,0.95
1970,rush,Verb,18561,0.93
1971,necessarily,Adverb,18334,0.94
1972,specifically,Adverb,18873,0.92
1973,tired,Adjective,18597,0.93
1974,rise,Noun,18055,0.96
1975,tie,Noun,17787,0.97
1976,employ,Verb,18912,0.91
1977,holiday,Noun,18299,0.94
1978,dance,Verb,18263,0.94
1979,vast,Adjective,17836,0.96
1980,resolution,Noun,18922,0.91
1981,household,Noun,18450,0.93
1982,fewer,Determiner,18223,0.94
1983,abortion,Noun,18925,0.91
1984,apart,Adverb,17872,0.96
1985,witness,Noun,18920,0.91
1986,match,Verb,17788,0.97
1987,barely,Adverb,18533,0.93
1988,sector,Noun,19103,0.9
1989,representative,Noun,18189,0.94
1990,lack,Verb,18215,0.94
1991,beneath,Preposition,19047,0.9
1992,beside,Preposition,19952,0.86
1993,black,Noun,18441,0.93
1994,incident,Noun,17880,0.96
1995,limited,Adjective,18532,0.92
1996,proud,Adjective,17841,0.96
1997,flow,Noun,18469,0.92
1998,faculty,Noun,20104,0.85
1999,increased,Adjective,18984,0.9
2000,waste,Noun,19069,0.89
2001,merely,Adverb,18094,0.94
2002,mass,Noun,18107,0.94
2003,emphasize,Verb,18933,0.9
2004,experiment,Noun,18440,0.92
2005,definitely,Adverb,18214,0.93
2006,bomb,Noun,18284,0.93
2007,enormous,Adjective,17482,0.97
2008,tone,Noun,17954,0.95
2009,liberal,Adjective,18228,0.93
2010,massive,Adjective,17551,0.97
2011,engineer,Noun,17991,0.94
2012,wheel,Noun,18296,0.93
2013,female,Noun,18932,0.9
2014,decline,Verb,18058,0.94
2015,invest,Verb,18080,0.94
2016,promise,Noun,17342,0.98
2017,cable,Noun,18277,0.93
2018,towards,Preposition,18305,0.93
2019,expose,Verb,17581,0.96
2020,rural,Adjective,18665,0.91
2021,AIDS,Noun,19384,0.87
2022,Jew,Noun,17893,0.95
2023,narrow,Adjective,17840,0.95
2024,cream,Noun,18443,0.92
2025,secretary,Noun,17922,0.94
2026,gate,Noun,17999,0.94
2027,solid,Adjective,17675,0.96
2028,hill,Noun,18131,0.93
2029,typically,Adverb,18254,0.92
2030,noise,Noun,18024,0.93
2031,grass,Noun,18139,0.93
2032,unfortunately,Adverb,17482,0.96
2033,hat,Noun,18198,0.92
2034,legislation,Noun,17934,0.94
2035,succeed,Verb,17423,0.96
2036,either,Determiner,17257,0.97
2037,celebrate,Verb,17421,0.96
2038,achievement,Noun,18998,0.88
2039,fishing,Noun,18103,0.93
2040,drink,Noun,18227,0.92
2041,accuse,Verb,17778,0.94
2042,hand,Verb,18231,0.92
2043,useful,Adjective,18205,0.92
2044,land,Verb,17401,0.96
2045,secret,Adjective,17305,0.96
2046,reject,Verb,17656,0.94
2047,talent,Noun,17474,0.95
2048,taste,Noun,17409,0.96
2049,characteristic,Noun,19621,0.85
2050,milk,Noun,17812,0.93
2051,escape,Verb,17195,0.97
2052,cast,Verb,17163,0.97
2053,sentence,Noun,17162,0.97
2054,unusual,Adjective,16997,0.97
2055,closely,Adverb,17220,0.96
2056,convince,Verb,16948,0.98
2057,height,Noun,17403,0.95
2058,physician,Noun,17707,0.93
2059,assess,Verb,19220,0.86
2060,sleep,Noun,17882,0.92
2061,plenty,Pronoun,17445,0.95
2062,ride,Noun,17654,0.93
2063,virtually,Adverb,17426,0.94
2064,first,Adverb,17332,0.95
2065,addition,Preposition,17641,0.93
2066,sharp,Adjective,17403,0.94
2067,creative,Adjective,17597,0.93
2068,lower,Verb,17206,0.95
2069,behind,Adverb,17347,0.95
2070,approve,Verb,17329,0.95
2071,explanation,Noun,17712,0.92
2072,outside,Adjective,16797,0.97
2073,gay,Adjective,17428,0.94
2074,campus,Noun,17541,0.93
2075,proper,Adjective,17024,0.96
2076,live,Adjective,17365,0.94
2077,guilty,Adjective,17596,0.93
2078,living,Adjective,16823,0.97
2079,acquire,Verb,17435,0.93
2080,compete,Verb,17264,0.94
2081,technical,Adjective,17594,0.92
2082,plus,Preposition,17202,0.94
2083,mind,Verb,17378,0.93
2084,potential,Noun,17523,0.92
2085,immigrant,Noun,17615,0.92
2086,weak,Adjective,16628,0.97
2087,illegal,Adjective,17258,0.94
2088,hi,Exclamation,18910,0.85
2089,alternative,Noun,17197,0.94
2090,interaction,Noun,19144,0.84
2091,column,Noun,16810,0.96
2092,personality,Noun,16933,0.95
2093,signal,Noun,16835,0.95
2094,curriculum,Noun,19193,0.84
2095,list,Verb,17006,0.94
2096,honor,Noun,16686,0.96
2097,passenger,Noun,16933,0.95
2098,assistance,Noun,17396,0.92
2099,forever,Adverb,16890,0.95
2100,fun,Adjective,16932,0.94
2101,regard,Verb,16890,0.94
2102,Israeli,Adjective,17967,0.89
2103,association,Noun,17759,0.9
2104,twenty,Measure,17491,0.91
2105,knock,Verb,17146,0.93
2106,review,Verb,16916,0.94
2107,wrap,Verb,17073,0.93
2108,lab,Noun,16498,0.96
2109,offer,Noun,16612,0.95
2110,display,Verb,16806,0.94
2111,criticism,Noun,17049,0.93
2112,asset,Noun,16977,0.93
2113,depression,Noun,16976,0.93
2114,spiritual,Adjective,17074,0.92
2115,musical,Adjective,16931,0.93
2116,journalist,Noun,16858,0.93
2117,prayer,Noun,16296,0.97
2118,suspect,Verb,16194,0.97
2119,scholar,Noun,17482,0.9
2120,warning,Noun,16205,0.97
2121,climate,Noun,17189,0.91
2122,cheese,Noun,17416,0.9
2123,observation,Noun,17500,0.9
2124,childhood,Noun,16268,0.96
2125,payment,Noun,16704,0.94
2126,sir,Noun,17733,0.88
2127,permit,Verb,16764,0.93
2128,cigarette,Noun,17160,0.91
2129,definition,Noun,17499,0.89
2130,priority,Noun,16586,0.94
2131,bread,Noun,16686,0.94
2132,creation,Noun,16967,0.92
2133,graduate,Noun,16803,0.93
2134,request,Noun,16241,0.96
2135,emotion,Noun,16062,0.97
2136,scream,Verb,17342,0.9
2137,dramatic,Adjective,16233,0.96
2138,universe,Noun,16596,0.94
2139,gap,Noun,16216,0.96
2140,excellent,Adjective,16094,0.96
2141,deeply,Adverb,15848,0.98
2142,prosecutor,Noun,17260,0.9
2143,mark,Noun,15973,0.97
2144,green,Noun,16776,0.92
2145,lucky,Adjective,16550,0.94
2146,drag,Verb,16685,0.93
2147,airline,Noun,17164,0.9
2148,library,Noun,16314,0.95
2149,agenda,Noun,16449,0.94
2150,recover,Verb,15786,0.98
2151,factory,Noun,16240,0.95
2152,selection,Noun,16706,0.92
2153,primarily,Adverb,17015,0.91
2154,roof,Noun,16520,0.93
2155,unable,Adjective,15901,0.97
2156,expense,Noun,16274,0.94
2157,initiative,Noun,16445,0.93
2158,diet,Noun,16933,0.9
2159,arrest,Verb,16205,0.94
2160,funding,Noun,16282,0.94
2161,therapy,Noun,16351,0.93
2162,wash,Verb,16314,0.93
2163,schedule,Noun,15987,0.95
2164,sad,Adjective,16163,0.94
2165,brief,Adjective,15770,0.96
2166,housing,Noun,16403,0.93
2167,post,Noun,15693,0.97
2168,purchase,Verb,16064,0.94
2169,existing,Adjective,16654,0.91
2170,dark,Noun,16865,0.9
2171,steel,Noun,15982,0.95
2172,regarding,Preposition,17220,0.88
2173,shout,Verb,17239,0.88
2174,remaining,Adjective,15992,0.95
2175,visual,Adjective,17316,0.87
2176,fairly,Adverb,15701,0.96
2177,chip,Noun,16162,0.94
2178,violent,Adjective,15765,0.96
2179,silent,Adjective,16802,0.9
2180,suppose,Verb,16562,0.91
2181,self,Noun,16708,0.9
2182,bike,Noun,17306,0.87
2183,tea,Noun,16373,0.92
2184,perceive,Verb,17180,0.88
2185,comparison,Noun,16809,0.9
2186,settlement,Noun,16172,0.93
2187,layer,Noun,16250,0.92
2188,planning,Noun,16434,0.91
2189,far,Conjunction,16006,0.94
2190,description,Noun,16415,0.91
2191,later,Adjective,15734,0.95
2192,slow,Verb,15633,0.96
2193,slide,Verb,16805,0.89
2194,widely,Adverb,16000,0.93
2195,wedding,Noun,15829,0.94
2196,inform,Verb,15725,0.95
2197,portion,Noun,15677,0.95
2198,territory,Noun,15831,0.94
2199,immediate,Adjective,15680,0.95
2200,opponent,Noun,15803,0.94
2201,abandon,Verb,15323,0.97
2202,link,Noun,15738,0.94
2203,mass,Adjective,15939,0.93
2204,lake,Noun,15836,0.94
2205,transform,Verb,15815,0.94
2206,tension,Noun,15614,0.95
2207,display,Noun,15575,0.95
2208,leading,Adjective,15665,0.95
2209,bother,Verb,15870,0.94
2210,consist,Verb,16648,0.89
2211,alcohol,Noun,15877,0.93
2212,enable,Verb,16293,0.91
2213,bend,Verb,16285,0.91
2214,saving,Noun,15917,0.93
2215,gain,Noun,15822,0.94
2216,desert,Noun,15653,0.94
2217,shall,Verb,15997,0.92
2218,error,Noun,15980,0.93
2219,release,Noun,15540,0.95
2220,cop,Noun,16228,0.91
2221,Arab,Adjective,16732,0.88
2222,double,Adjective,15233,0.97
2223,walk,Noun,15632,0.94
2224,sand,Noun,15658,0.94
2225,Spanish,Adjective,15512,0.95
2226,rule,Verb,15310,0.96
2227,hit,Noun,15766,0.93
2228,print,Noun,15634,0.94
2229,preserve,Verb,15527,0.95
2230,passage,Noun,15702,0.93
2231,formal,Adjective,16078,0.91
2232,transition,Noun,16058,0.91
2233,existence,Noun,15969,0.92
2234,album,Noun,15869,0.92
2235,participation,Noun,17187,0.85
2236,arrange,Verb,15258,0.96
2237,atmosphere,Noun,15310,0.95
2238,joint,Adjective,15444,0.95
2239,reply,Verb,16312,0.89
2240,cycle,Noun,15775,0.93
2241,opposite,Adjective,15554,0.94
2242,lock,Verb,15616,0.93
2243,whole,Noun,15558,0.94
2244,deserve,Verb,14944,0.97
2245,consistent,Adjective,16334,0.89
2246,resistance,Noun,15686,0.93
2247,discovery,Noun,15358,0.95
2248,tear,Verb,15575,0.93
2249,exposure,Noun,15979,0.91
2250,pose,Verb,15230,0.95
2251,stream,Noun,15400,0.94
2252,sale,Noun,15351,0.94
2253,trust,Noun,15170,0.96
2254,benefit,Verb,15424,0.94
2255,pot,Noun,15407,0.94
2256,grand,Adjective,15659,0.93
2257,mine,Pronoun,15794,0.92
2258,hello,Exclamation,16600,0.87
2259,coalition,Noun,15720,0.92
2260,tale,Noun,15004,0.97
2261,knife,Noun,15792,0.92
2262,resolve,Verb,15260,0.95
2263,racial,Adjective,15687,0.92
2264,phase,Noun,16045,0.9
2265,present,Noun,15267,0.95
2266,joke,Noun,15284,0.95
2267,coat,Noun,16010,0.9
2268,Mexican,Adjective,15514,0.93
2269,symptom,Noun,15886,0.91
2270,contact,Verb,15359,0.94
2271,manufacturer,Noun,15741,0.92
2272,philosophy,Noun,15746,0.92
2273,potato,Noun,15561,0.93
2274,interview,Verb,15687,0.92
2275,foundation,Noun,15273,0.94
2276,quote,Verb,15415,0.93
2277,online,Adjective,15848,0.91
2278,pass,Noun,15599,0.92
2279,negotiation,Noun,15680,0.92
2280,good,Noun,15259,0.94
2281,urge,Verb,14894,0.96
2282,occasion,Noun,14792,0.97
2283,dust,Noun,15475,0.93
2284,breathe,Verb,15813,0.91
2285,elect,Verb,15350,0.93
2286,investigator,Noun,15258,0.94
2287,jacket,Noun,15692,0.91
2288,glad,Adjective,15556,0.92
2289,ordinary,Adjective,14776,0.97
2290,reduction,Noun,15862,0.9
2291,rarely,Adverb,14912,0.96
2292,shift,Noun,15114,0.94
2293,pack,Verb,15169,0.94
2294,suicide,Noun,15145,0.94
2295,numerous,Adjective,15389,0.93
2296,touch,Noun,14939,0.95
2297,substance,Noun,15909,0.89
2298,discipline,Noun,15684,0.91
2299,elsewhere,Adverb,14884,0.95
2300,iron,Noun,15043,0.94
2301,practical,Adjective,15303,0.93
2302,moreover,Adverb,16163,0.88
2303,passion,Noun,14632,0.97
2304,volunteer,Noun,14958,0.95
2305,implement,Verb,16124,0.88
2306,essentially,Adverb,15020,0.94
2307,gene,Noun,15377,0.92
2308,enforcement,Noun,15052,0.94
2309,vs,Preposition,16003,0.88
2310,sauce,Noun,15903,0.88
2311,independence,Noun,15259,0.92
2312,marketing,Noun,15259,0.92
2313,priest,Noun,14889,0.94
2314,amazing,Adjective,15124,0.93
2315,intense,Adjective,14452,0.97
2316,advance,Noun,14645,0.96
2317,employer,Noun,14846,0.94
2318,shock,Noun,14551,0.96
2319,inspire,Verb,14771,0.95
2320,adjust,Verb,14564,0.96
2321,retire,Verb,14979,0.93
2322,sure,Adverb,14854,0.94
2323,visible,Adjective,14691,0.95
2324,kiss,Verb,16128,0.87
2325,illness,Noun,14726,0.95
2326,cap,Noun,14672,0.95
2327,habit,Noun,14501,0.96
2328,competitive,Adjective,14938,0.93
2329,juice,Noun,15388,0.9
2330,congressional,Adjective,14936,0.93
2331,involvement,Noun,15640,0.89
2332,dominate,Verb,14768,0.94
2333,previously,Adverb,15092,0.92
2334,whenever,Adverb,14484,0.96
2335,transfer,Verb,14686,0.95
2336,analyze,Verb,15587,0.89
2337,another,Pronoun,14441,0.96
2338,attach,Verb,14552,0.95
2339,for,Conjunction,14594,0.95
2340,Indian,Noun,15021,0.92
2341,disaster,Noun,14684,0.95
2342,parking,Noun,14970,0.93
2343,prospect,Noun,14521,0.95
2344,boss,Noun,14587,0.95
2345,complaint,Noun,14551,0.95
2346,championship,Noun,16008,0.86
2347,coach,Verb,15910,0.87
2348,exercise,Verb,14766,0.94
2349,fundamental,Adjective,15199,0.91
2350,severe,Adjective,14609,0.95
2351,enhance,Verb,15393,0.9
2352,mystery,Noun,14211,0.97
2353,impose,Verb,14881,0.93
2354,poverty,Noun,14891,0.93
2355,other,Preposition,14165,0.97
2356,entry,Noun,14643,0.94
2357,fat,Adjective,14826,0.93
2358,spending,Noun,14965,0.92
2359,king,Noun,14445,0.95
2360,evaluate,Verb,15780,0.87
2361,symbol,Noun,14596,0.94
2362,still,Adjective,14308,0.96
2363,trade,Verb,14624,0.94
2364,maker,Noun,14586,0.94
2365,mood,Noun,14227,0.96
2366,accomplish,Verb,14325,0.96
2367,emphasis,Noun,15337,0.89
2368,illustrate,Verb,15091,0.91
2369,boot,Noun,15033,0.91
2370,monitor,Verb,14499,0.94
2371,Asian,Adjective,14873,0.92
2372,entertainment,Noun,14615,0.94
2373,bean,Noun,14996,0.91
2374,evaluation,Noun,16213,0.84
2375,creature,Noun,14852,0.92
2376,commander,Noun,14425,0.94
2377,digital,Adjective,15048,0.9
2378,arrangement,Noun,14403,0.94
2379,concentrate,Verb,14155,0.96
2380,total,Noun,14559,0.93
2381,usual,Adjective,14305,0.95
2382,anger,Noun,14241,0.95
2383,psychological,Adjective,15249,0.89
2384,heavily,Adverb,13964,0.97
2385,peak,Noun,14481,0.94
2386,approximately,Adverb,15172,0.89
2387,increasing,Adjective,14886,0.91
2388,disorder,Noun,14780,0.92
2389,missile,Noun,15147,0.89
2390,equally,Adverb,14389,0.94
2391,vary,Verb,14954,0.9
2392,wire,Noun,14310,0.95
2393,round,Noun,14539,0.93
2394,distribution,Noun,15249,0.89
2395,transportation,Noun,14516,0.93
2396,holy,Adjective,14090,0.96
2397,ring,Verb,14757,0.91
2398,twin,Noun,14610,0.92
2399,command,Noun,14022,0.96
2400,commission,Noun,14371,0.94
2401,interpretation,Noun,15613,0.86
2402,breakfast,Noun,14397,0.93
2403,stop,Noun,14117,0.95
2404,strongly,Adverb,14459,0.93
2405,engineering,Noun,14853,0.9
2406,luck,Noun,14186,0.95
2407,so-called,Adjective,14065,0.96
2408,constant,Adjective,14069,0.95
2409,race,Verb,14233,0.94
2410,clinic,Noun,14016,0.96
2411,veteran,Noun,14366,0.93
2412,smell,Verb,15214,0.88
2413,tablespoon,Noun,15804,0.85
2414,capable,Adjective,13933,0.96
2415,nervous,Adjective,14100,0.95
2416,tourist,Noun,13895,0.96
2417,light,Verb,14720,0.91
2418,toss,Verb,14565,0.92
2419,crucial,Adjective,14234,0.94
2420,bury,Verb,14030,0.95
2421,pray,Verb,14006,0.95
2422,tomato,Noun,14864,0.89
2423,exception,Noun,14136,0.94
2424,butter,Noun,14780,0.9
2425,deficit,Noun,15008,0.88
2426,bathroom,Noun,14725,0.9
2427,objective,Noun,15107,0.88
2428,block,Verb,13688,0.97
2429,electronic,Adjective,14057,0.94
2430,ally,Noun,14025,0.94
2431,journey,Noun,13599,0.97
2432,reputation,Noun,13681,0.96
2433,mixture,Noun,14856,0.89
2434,surely,Adverb,13904,0.95
2435,tower,Noun,13948,0.95
2436,smoke,Noun,14327,0.92
2437,confront,Verb,13757,0.96
2438,pure,Adjective,13671,0.96
2439,glance,Verb,16008,0.82
2440,dimension,Noun,14965,0.88
2441,toy,Noun,13935,0.94
2442,prisoner,Noun,13928,0.94
2443,fellow,Adjective,13585,0.97
2444,smooth,Adjective,14148,0.93
2445,nearby,Adjective,13820,0.95
2446,peer,Noun,14738,0.89
2447,designer,Noun,14210,0.92
2448,personnel,Noun,14095,0.93
2449,shape,Verb,13859,0.94
2450,educator,Noun,15447,0.85
2451,relative,Noun,13541,0.97
2452,immigration,Noun,14526,0.9
2453,belt,Noun,13826,0.94
2454,teaspoon,Noun,15767,0.83
2455,birthday,Noun,13757,0.95
2456,implication,Noun,14791,0.88
2457,perfectly,Adverb,13671,0.95
2458,coast,Noun,13515,0.96
2459,supporter,Noun,13970,0.93
2460,accompany,Verb,13666,0.95
2461,silver,Noun,14033,0.92
2462,teenager,Noun,13615,0.95
2463,recognition,Noun,14249,0.91
2464,retirement,Noun,13964,0.93
2465,flag,Noun,13655,0.95
2466,recovery,Noun,13703,0.95
2467,whisper,Verb,15383,0.84
2468,watch,Noun,13996,0.93
2469,gentleman,Noun,14648,0.88
2470,corn,Noun,13739,0.94
2471,moon,Noun,13959,0.92
2472,inner,Adjective,13545,0.95
2473,junior,Adjective,13797,0.93
2474,rather,Conjunction,13611,0.95
2475,throat,Noun,14681,0.88
2476,salary,Noun,13885,0.93
2477,swing,Verb,14317,0.9
2478,observer,Noun,13806,0.93
